nombre,sub_category,latitud,longitud,distance,city,category,ponder,geometry
Gleis 5/6,Platform,53.5526505019954,10.00704843410421,544,Hamburg,Train Station,0.08,POINT (10.00704843410421 53.5526505019954)
Gleis 1/2,Platform,53.55242498961892,10.007097613935375,567,Hamburg,Train Station,0.08,POINT (10.00709761393538 53.55242498961892)
Gleis 13/14,Platform,53.55214727956492,10.006377696990967,574,Hamburg,Train Station,0.08,POINT (10.00637769699097 53.55214727956492)
Gleis 11/12,Platform,53.55256324430746,10.006875387444758,547,Hamburg,Train Station,0.08,POINT (10.00687538744476 53.55256324430746)
Gleis 3/4,Platform,53.5524819536498,10.007100242510404,562,Hamburg,Train Station,0.08,POINT (10.0071002425104 53.5524819536498)
Bahnhof Hamburg Dammtor,Train Station,53.560949,9.989468,997,Hamburg,Train Station,0.08,POINT (9.989468 53.560949)
Gleis 3/4,Platform,53.56108986813567,9.989479582376301,1003,Hamburg,Train Station,0.08,POINT (9.989479582376301 53.56108986813567)
Atlantic Bar,Hotel Bar,53.55715552979616,10.004598471348444,116,Hamburg,Nightlife Spot,0.9,POINT (10.00459847134844 53.55715552979616)
Fontenay Bar,Hotel Bar,53.565352,9.998762,982,Hamburg,Nightlife Spot,0.9,POINT (9.998761999999999 53.565352)
Maliks,Bar,53.55513016152191,10.009639263153076,486,Hamburg,Nightlife Spot,0.9,POINT (10.00963926315308 53.55513016152191)
Alsterlagune,Bar,53.55345753,9.99666302,560,Hamburg,Nightlife Spot,0.9,POINT (9.99666302 53.55345753)
Tipsy Baker Bar,Cocktail Bar,53.558003772071494,9.989643983040544,885,Hamburg,Nightlife Spot,0.9,POINT (9.989643983040544 53.55800377207149)
barca - an der Alster,Restaurant,53.55851356439605,10.005615648642788,256,Hamburg,Nightlife Spot,0.9,POINT (10.00561564864279 53.55851356439605)
Toms Saloon,Gay Bar,53.55354602960898,10.01455843448639,855,Hamburg,Nightlife Spot,0.9,POINT (10.01455843448639 53.55354602960898)
S.L.U.T. Club Hamburg,Gay Bar,53.55625651371782,10.014248290028432,753,Hamburg,Nightlife Spot,0.9,POINT (10.01424829002843 53.55625651371782)
Emil's,Lounge,53.554752233884926,10.008351802825928,430,Hamburg,Nightlife Spot,0.9,POINT (10.00835180282593 53.55475223388493)
Neumanns Bistro & Weinbar,Wine Bar,53.55905732198548,10.013134181499481,719,Hamburg,Nightlife Spot,0.9,POINT (10.01313418149948 53.55905732198548)
Frau Möller,Pub,53.55885232822514,10.013241684062628,718,Hamburg,Nightlife Spot,0.9,POINT (10.01324168406263 53.55885232822514)
Casino Esplanade,Casino,53.55834757525646,9.989784616915077,882,Hamburg,Nightlife Spot,0.9,POINT (9.989784616915077 53.55834757525646)
ALEX,Café,53.55410512292068,9.992044506946822,781,Hamburg,Nightlife Spot,0.9,POINT (9.992044506946822 53.55410512292068)
Nagel,German Restaurant,53.5527240668893,10.0087611941861,602,Hamburg,Nightlife Spot,0.9,POINT (10.0087611941861 53.5527240668893)
Veuve Clicquot,Wine Bar,53.55293926695286,9.991467358334763,873,Hamburg,Nightlife Spot,0.9,POINT (9.991467358334763 53.55293926695286)
M&V Bar,Gay Bar,53.55596000863462,10.00940877160969,442,Hamburg,Nightlife Spot,0.9,POINT (10.00940877160969 53.55596000863462)
Hofbräu Wirtshaus Esplanade,Bavarian Restaurant,53.5577477621795,9.992048068875492,724,Hamburg,Nightlife Spot,0.9,POINT (9.992048068875492 53.5577477621795)
Hofbräu Wirtshaus am Speersort,Bavarian Restaurant,53.54954609888491,9.99783878103036,881,Hamburg,Nightlife Spot,0.9,POINT (9.99783878103036 53.54954609888491)
Le Lion,Cocktail Bar,53.55021,9.994526,925,Hamburg,Nightlife Spot,0.9,POINT (9.994526 53.55021)
Brooklyn Burger Bar,Burger Joint,53.54866568794967,9.996709782288885,1001,Hamburg,Nightlife Spot,0.9,POINT (9.996709782288885 53.54866568794967)
Cafe Ponton,Café,53.552284815355605,9.990624282470778,959,Hamburg,Nightlife Spot,0.9,POINT (9.990624282470778 53.55228481535561)
Sands,Cocktail Bar,53.55966656105084,9.989644860506747,930,Hamburg,Nightlife Spot,0.9,POINT (9.989644860506747 53.55966656105084)
Irish Pub in the Fleetenkieker,Irish Pub,53.54868564944223,9.992608090274839,1137,Hamburg,Nightlife Spot,0.9,POINT (9.992608090274839 53.54868564944223)
Campari Lounge,Hotel Bar,53.561095875044764,10.014862709122966,920,Hamburg,Nightlife Spot,0.9,POINT (10.01486270912297 53.56109587504476)
Paulaner's,German Restaurant,53.55346418308647,10.008375801154623,524,Hamburg,Nightlife Spot,0.9,POINT (10.00837580115462 53.55346418308647)
Porta Nova,Italian Restaurant,53.547336402246124,9.996939184964836,1132,Hamburg,Nightlife Spot,0.9,POINT (9.996939184964836 53.54733640224612)
Meyer Lansky's,Cocktail Bar,53.55577763282695,9.987495084635597,1025,Hamburg,Nightlife Spot,0.9,POINT (9.987495084635597 53.55577763282695)
Das Parlament,German Restaurant,53.55007390261796,9.992970981821431,1002,Hamburg,Nightlife Spot,0.9,POINT (9.992970981821431 53.55007390261796)
Bodos Bootssteg,Café,53.56730541671698,10.001756884745618,1163,Hamburg,Nightlife Spot,0.9,POINT (10.00175688474562 53.56730541671698)
Kyti Voo Cafe & Bar,Bar,53.558264058771435,10.01244243741571,649,Hamburg,Nightlife Spot,0.9,POINT (10.01244243741571 53.55826405877144)
Chay,Vegetarian / Vegan Restaurant,53.55256,10.00183,485,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (10.00183 53.55256)
An Vegan House,Vegetarian / Vegan Restaurant,53.558748,10.01275,683,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (10.01275 53.558748)
Vincent Vegan,Food Truck,53.55236757438734,10.005884565092641,538,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (10.00588456509264 53.55236757438734)
Genusshelden,German Restaurant,53.55125303129627,10.004006624221802,629,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (10.0040066242218 53.55125303129627)
Vincent Vegan,Vegetarian / Vegan Restaurant,53.552185,10.006057,562,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (10.006057 53.552185)
Season im Bucerius Kunst Forum,Vegetarian / Vegan Restaurant,53.55134286356518,9.992251153842286,935,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (9.992251153842286 53.55134286356518)
My Poké,Poke Place,53.551815,9.992709,878,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (9.992709 53.551815)
green lovers,Salad Place,53.54964691726431,9.99365752313051,1010,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (9.99365752313051 53.54964691726431)
Café Koppel,Vegetarian / Vegan Restaurant,53.558304295674674,10.011780244257638,608,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (10.01178024425764 53.55830429567467)
Season,Vegetarian / Vegan Restaurant,53.552589156560394,9.99413473279138,750,Hamburg,Vegetarian / Vegan Restaurant,0.18,POINT (9.99413473279138 53.55258915656039)
Wau & Mau,Pet Service,53.553467,9.98911,987,Hamburg,Dobby,0.2,POINT (9.98911 53.553467)
Stofftiergarten,Pet Store,53.55322935682321,10.006740608914956,478,Hamburg,Dobby,0.2,POINT (10.00674060891496 53.55322935682321)
Pet Shop Boyz,Pet Store,53.55932185606266,10.01229593755946,678,Hamburg,Dobby,0.2,POINT (10.01229593755946 53.55932185606266)
Fish-Alarm,Pet Store,53.554386,9.987747,1039,Hamburg,Dobby,0.2,POINT (9.987747000000001 53.554386)
Dog's Finest Versand,Pet Store,53.55536665305795,10.014493654128486,784,Hamburg,Dobby,0.2,POINT (10.01449365412849 53.55536665305795)
Koko von Knebel,Pet Store,53.554443359375,9.987645149230957,1044,Hamburg,Dobby,0.2,POINT (9.987645149230957 53.554443359375)
V.I.Pets,Pet Store,53.558997,10.013062,712,Hamburg,Dobby,0.2,POINT (10.013062 53.558997)
Baltic 39 Studios,Design Studio,54.971929,-1.612978,366,Newcastle,Design Studio,0.06,POINT (-1.612978 54.971929)
Akenside Studios,Design Studio,54.9697,-1.609137,459,Newcastle,Design Studio,0.06,POINT (-1.609137 54.9697)
Magnetic Print and Design,Design Studio,54.97256441571117,-1.6089606285095215,596,Newcastle,Design Studio,0.06,POINT (-1.608960628509521 54.97256441571117)
Bang on print,Design Studio,54.97031655033557,-1.6159489261744966,121,Newcastle,Design Studio,0.06,POINT (-1.615948926174497 54.97031655033557)
Electrik Sheep,Design Studio,54.969819,-1.619147,194,Newcastle,Design Studio,0.06,POINT (-1.619147 54.969819)
Komodo Digital,Design Studio,54.96994712563321,-1.6176502780226871,117,Newcastle,Design Studio,0.06,POINT (-1.617650278022687 54.96994712563321)
Printing.com,Design Studio,54.967967368896836,-1.621319237866355,351,Newcastle,Design Studio,0.06,POINT (-1.621319237866355 54.96796736889684)
CCP Games UK,Tech Startup,54.96488632677147,-1.607371842949401,747,Newcastle,Design Studio,0.06,POINT (-1.607371842949401 54.96488632677147)
deadgood,Design Studio,54.97267150878906,-1.6092842817306519,588,Newcastle,Design Studio,0.06,POINT (-1.609284281730652 54.97267150878906)
Squidgy Designs,Design Studio,54.969839251195715,-1.6238414740511176,487,Newcastle,Design Studio,0.06,POINT (-1.623841474051118 54.96983925119572)
tempertemper Web Design Ltd.,Design Studio,54.968471,-1.612229,272,Newcastle,Design Studio,0.06,POINT (-1.612229 54.968471)
Enigma Interactive,Office,54.96802882899835,-1.609093839210092,478,Newcastle,Design Studio,0.06,POINT (-1.609093839210092 54.96802882899835)
EvaluAgent - i6 Business Centre,Tech Startup,54.97107,-1.620326,329,Newcastle,Tech Startup,0.04,POINT (-1.620326 54.97107)
The Amazing Group,Tech Startup,54.97130508186489,-1.611417531967163,386,Newcastle,Tech Startup,0.04,POINT (-1.611417531967163 54.97130508186489)
Blooie HQ,Tech Startup,54.970029,-1.617983,139,Newcastle,Tech Startup,0.04,POINT (-1.617983 54.970029)
Givey HQ Newcastle,Tech Startup,54.970082,-1.617746,132,Newcastle,Tech Startup,0.04,POINT (-1.617746 54.970082)
Matchchat HQ,Tech Startup,54.96983337402344,-1.6178795099258423,121,Newcastle,Tech Startup,0.04,POINT (-1.617879509925842 54.96983337402344)
"Medisas, Inc.",Tech Startup,54.96955108642578,-1.618043065071106,117,Newcastle,Tech Startup,0.04,POINT (-1.618043065071106 54.96955108642578)
Tint Towers,Tech Startup,54.96967659500577,-1.6139545099033301,156,Newcastle,Tech Startup,0.04,POINT (-1.61395450990333 54.96967659500577)
Little Red Door HQ,Tech Startup,54.969972,-1.617665,120,Newcastle,Tech Startup,0.04,POINT (-1.617665 54.969972)
Atlas HQ,Tech Startup,54.97055272017778,-1.612122264055366,303,Newcastle,Tech Startup,0.04,POINT (-1.612122264055366 54.97055272017778)
CCP Games UK,Tech Startup,54.96488632677147,-1.607371842949401,747,Newcastle,Tech Startup,0.04,POINT (-1.607371842949401 54.96488632677147)
Amazing Towers,Tech Startup,54.9662550336138,-1.6033869981765747,888,Newcastle,Tech Startup,0.04,POINT (-1.603386998176575 54.9662550336138)
band-x Media,Tech Startup,54.97311019180688,-1.6124930477756332,494,Newcastle,Tech Startup,0.04,POINT (-1.612493047775633 54.97311019180688)
Beatnode,Tech Startup,54.96842749485894,-1.6077856997500668,550,Newcastle,Tech Startup,0.04,POINT (-1.607785699750067 54.96842749485894)
Old media Towers,Tech Startup,54.97460882470729,-1.601729393005371,1105,Newcastle,Tech Startup,0.04,POINT (-1.601729393005371 54.97460882470729)
Moltin,Tech Startup,54.973489,-1.608465,687,Newcastle,Tech Startup,0.04,POINT (-1.608465 54.973489)
SoPost,Tech Startup,54.97103548976758,-1.6203530860699336,328,Newcastle,Tech Startup,0.04,POINT (-1.620353086069934 54.97103548976758)
Leaf Music,Tech Startup,54.967929,-1.624497,544,Newcastle,Tech Startup,0.04,POINT (-1.624497 54.967929)
ff! Head Office,Tech Startup,54.97522754417878,-1.6114492855875022,734,Newcastle,Tech Startup,0.04,POINT (-1.611449285587502 54.97522754417878)
Cloud Data Service,Tech Startup,54.97108646487632,-1.6200757026672363,317,Newcastle,Tech Startup,0.04,POINT (-1.620075702667236 54.97108646487632)
Zerolight,Tech Startup,54.969619,-1.604692,741,Newcastle,Tech Startup,0.04,POINT (-1.604692 54.969619)
HurstDEV HQ,Tech Startup,54.964252,-1.605896,865,Newcastle,Tech Startup,0.04,POINT (-1.605896 54.964252)
The Roundhouse,Tech Startup,54.967682,-1.621263,362,Newcastle,Tech Startup,0.04,POINT (-1.621263 54.967682)
Ki-Media,Tech Startup,54.97200399500226,-1.6184112438274696,336,Newcastle,Tech Startup,0.04,POINT (-1.61841124382747 54.97200399500226)
ignite100 - The Studio,Tech Startup,54.972478176765975,-1.6049254804393522,810,Newcastle,Tech Startup,0.04,POINT (-1.604925480439352 54.97247817676597)
Fluid Pixel Offices,Tech Startup,54.972700706950704,-1.6080609694643935,651,Newcastle,Tech Startup,0.04,POINT (-1.608060969464393 54.9727007069507)
Buy.at,Office,54.97065538563751,-1.6124475002288818,291,Newcastle,Tech Startup,0.04,POINT (-1.612447500228882 54.97065538563751)
The App Chaps,Tech Startup,54.96388067565385,-1.605699062347412,901,Newcastle,Tech Startup,0.04,POINT (-1.605699062347412 54.96388067565385)
hedgehog lab,Tech Startup,54.9723442,-1.6051071,793,Newcastle,Tech Startup,0.04,POINT (-1.6051071 54.9723442)
Starbucks,Coffee Shop,54.969435,-1.616766,37,Newcastle,Coffee Shop,0.07,POINT (-1.616766 54.969435)
Starbucks,Coffee Shop,54.97478,-1.615004,622,Newcastle,Coffee Shop,0.07,POINT (-1.615004 54.97478)
Starbucks,Coffee Shop,54.972522,-1.617541,374,Newcastle,Coffee Shop,0.07,POINT (-1.617541 54.972522)
Starbucks,Coffee Shop,54.976985,-1.613368,882,Newcastle,Coffee Shop,0.07,POINT (-1.613368 54.976985)
Starbucks,Coffee Shop,54.97426016548611,-1.622321871197673,679,Newcastle,Coffee Shop,0.07,POINT (-1.622321871197673 54.97426016548611)
Starbucks,Coffee Shop,54.970542,-1.600355,1027,Newcastle,Coffee Shop,0.07,POINT (-1.600355 54.970542)
Newcastle Central Railway Station (NCL),Train Station,54.96848569794475,-1.6173415167971168,107,Newcastle,Train Station,0.08,POINT (-1.617341516797117 54.96848569794475)
Long Stay Car Park,Train Station,54.96848711749249,-1.6171030715218615,98,Newcastle,Train Station,0.08,POINT (-1.617103071521862 54.96848711749249)
Platform 4,Platform,54.968116055576694,-1.6165692872501791,126,Newcastle,Train Station,0.08,POINT (-1.616569287250179 54.96811605557669)
Platform 3,Platform,54.96839709100208,-1.6172541221222725,112,Newcastle,Train Station,0.08,POINT (-1.617254122122272 54.96839709100208)
Platform 2,Platform,54.96844042926115,-1.6172645144488291,108,Newcastle,Train Station,0.08,POINT (-1.617264514448829 54.96844042926115)
Platform 1,Platform,54.96847014605542,-1.615824855005821,90,Newcastle,Train Station,0.08,POINT (-1.615824855005821 54.96847014605542)
Platform 7,Platform,54.968001966307774,-1.61628373956545,137,Newcastle,Train Station,0.08,POINT (-1.61628373956545 54.96800196630777)
Platform 12,Platform,54.968261755787594,-1.6182014653451129,164,Newcastle,Train Station,0.08,POINT (-1.618201465345113 54.96826175578759)
Platform 6,Platform,54.96792311022943,-1.6171365631954446,156,Newcastle,Train Station,0.08,POINT (-1.617136563195445 54.96792311022943)
Platform 10,Platform,54.968264,-1.618068,157,Newcastle,Train Station,0.08,POINT (-1.618068 54.968264)
Platform 2,Platform,54.969042,-1.616764,37,Newcastle,Train Station,0.08,POINT (-1.616764 54.969042)
Manors Railway Station (MAS),Train Station,54.97284425155188,-1.605302887961489,808,Newcastle,Train Station,0.08,POINT (-1.605302887961489 54.97284425155188)
Platform 1,Platform,54.97760009765625,-1.6143165826797485,939,Newcastle,Train Station,0.08,POINT (-1.614316582679749 54.97760009765625)
Platform 2,Platform,54.977364,-1.613441,922,Newcastle,Train Station,0.08,POINT (-1.613441 54.977364)
Platform 2,Platform,54.96206119555039,-1.6043290292260932,1105,Newcastle,Train Station,0.08,POINT (-1.604329029226093 54.96206119555039)
The Underground Platform 1,Platform,54.97046661376953,-1.6024068593978882,896,Newcastle,Train Station,0.08,POINT (-1.602406859397888 54.97046661376953)
The Centurion,Bar,54.969117518006406,-1.616408320082125,15,Newcastle,Nightlife Spot,0.9,POINT (-1.616408320082125 54.96911751800641)
Newcastle Tap,Pub,54.969505,-1.61571,46,Newcastle,Nightlife Spot,0.9,POINT (-1.61571 54.969505)
The Mile Castle (Lloyd's No. 1 Bar),Bar,54.970219585550886,-1.6162108994592255,109,Newcastle,Nightlife Spot,0.9,POINT (-1.616210899459225 54.97021958555089)
The Victoria Comet,Bar,54.96920750082269,-1.6174837516712213,76,Newcastle,Nightlife Spot,0.9,POINT (-1.617483751671221 54.96920750082269)
Gunner Tavern,Pub,54.969061,-1.618081,116,Newcastle,Nightlife Spot,0.9,POINT (-1.618081 54.969061)
Head of Steam,Bar,54.969520290428434,-1.6155256631584982,57,Newcastle,Nightlife Spot,0.9,POINT (-1.615525663158498 54.96952029042843)
BrewDog Newcastle,Beer Bar,54.969840150969624,-1.6096193037527584,430,Newcastle,Nightlife Spot,0.9,POINT (-1.609619303752758 54.96984015096962)
The Bacchus,Pub,54.97235968826644,-1.6111115233244588,479,Newcastle,Nightlife Spot,0.9,POINT (-1.611111523324459 54.97235968826644)
Tyneside Cinema,Indie Movie Theater,54.97386874713539,-1.611925458244147,585,Newcastle,Nightlife Spot,0.9,POINT (-1.611925458244147 54.97386874713539)
360 Sky Lounge,Lounge,54.969729,-1.623351,455,Newcastle,Nightlife Spot,0.9,POINT (-1.623351 54.969729)
Pitcher & Piano,Bar,54.97029103238662,-1.5996032926323693,1072,Newcastle,Nightlife Spot,0.9,POINT (-1.599603292632369 54.97029103238662)
The Quayside (Wetherspoon),Pub,54.967399200959136,-1.6101131200439938,444,Newcastle,Nightlife Spot,0.9,POINT (-1.610113120043994 54.96739920095914)
The Bridge Tavern,Pub,54.96937311479045,-1.6076953155439062,548,Newcastle,Nightlife Spot,0.9,POINT (-1.607695315543906 54.96937311479045)
The Bridge Hotel,Pub,54.968583789390046,-1.610310368291018,388,Newcastle,Nightlife Spot,0.9,POINT (-1.610310368291018 54.96858378939005)
The Alchemist,Cocktail Bar,54.9735781224777,-1.6142403816233941,500,Newcastle,Nightlife Spot,0.9,POINT (-1.614240381623394 54.9735781224777)
The Yard,Gay Bar,54.96724661757272,-1.6220659017562864,431,Newcastle,Nightlife Spot,0.9,POINT (-1.622065901756286 54.96724661757272)
No 28,Bar,54.97337811806937,-1.6147243860766605,471,Newcastle,Nightlife Spot,0.9,POINT (-1.61472438607666 54.97337811806937)
Errant Brewery,Brewery,54.965904,-1.6203704,454,Newcastle,Nightlife Spot,0.9,POINT (-1.6203704 54.965904)
The Delta Lounge,Beer Bar,54.968422,-1.6130413,226,Newcastle,Nightlife Spot,0.9,POINT (-1.6130413 54.968422)
Lady Grey's,Pub,54.97272790476629,-1.611217111571325,505,Newcastle,Nightlife Spot,0.9,POINT (-1.611217111571325 54.97272790476629)
The Town Mouse,Pub,54.977848682215615,-1.6121829236608303,993,Newcastle,Nightlife Spot,0.9,POINT (-1.61218292366083 54.97784868221562)
Red House,Bar,54.96871675142823,-1.6077283271364005,549,Newcastle,Nightlife Spot,0.9,POINT (-1.6077283271364 54.96871675142823)
The Wobbly Duck,Pub,54.97433,-1.614484,578,Newcastle,Nightlife Spot,0.9,POINT (-1.614484 54.97433)
Dog & Parrot,Pub,54.96848536151966,-1.6206600441319303,292,Newcastle,Nightlife Spot,0.9,POINT (-1.62066004413193 54.96848536151966)
Oasis,Hookah Bar,54.968588827644396,-1.6205201068894226,280,Newcastle,Nightlife Spot,0.9,POINT (-1.620520106889423 54.9685888276444)
The Bank,Gay Bar,54.96720769573847,-1.622218158475811,441,Newcastle,Nightlife Spot,0.9,POINT (-1.622218158475811 54.96720769573847)
Tyneside Bar Café,Bar,54.97398612636403,-1.6116334030795385,606,Newcastle,Nightlife Spot,0.9,POINT (-1.611633403079539 54.97398612636403)
Hilton Newcastle Gateshead Executive Lounge,Hotel Bar,54.96636,-1.6063763,709,Newcastle,Nightlife Spot,0.9,POINT (-1.6063763 54.96636)
The Keel Row (Lloyd's No. 1 Bar),Pub,54.97238653364609,-1.6173985382232543,357,Newcastle,Nightlife Spot,0.9,POINT (-1.617398538223254 54.97238653364609)
Bar52,Bar,54.97112,-1.60888,517,Newcastle,Nightlife Spot,0.9,POINT (-1.60888 54.97112)
Super Natural Kitchen,Vegetarian / Vegan Restaurant,54.97037485398181,-1.6160601009450695,127,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.616060100945069 54.97037485398181)
Karma Kitchen Café,Vegetarian / Vegan Restaurant,54.971146,-1.613615,272,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.613615 54.971146)
The Fat Hippo Underground,Burger Joint,54.9725349587578,-1.6120827707174206,454,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.612082770717421 54.9725349587578)
Junk It Up,Fast Food Restaurant,54.969818,-1.619098,191,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.619098 54.969818)
Vegano,Vegetarian / Vegan Restaurant,54.969493,-1.623521,463,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.623521 54.969493)
Hungry Vegan,Food & Drink Shop,54.973887,-1.611301,607,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.611301 54.973887)
Farplace Vegan Store,Vegetarian / Vegan Restaurant,54.971577,-1.617076,265,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.617076 54.971577)
The Bohemian,Vegetarian / Vegan Restaurant,54.96975326538086,-1.6188877820968628,176,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.618887782096863 54.96975326538086)
Painted Elephant,Vegetarian / Vegan Restaurant,54.97484202113101,-1.610213455652714,734,Newcastle,Vegetarian / Vegan Restaurant,0.18,POINT (-1.610213455652714 54.97484202113101)
The Pet Stop,Pet Store,54.9743,-1.61128,647,Newcastle,Dobby,0.2,POINT (-1.61128 54.9743)
Big Shop,Pet Store,54.972352,-1.614438,365,Newcastle,Dobby,0.2,POINT (-1.614438 54.972352)
Robinsons,Pet Store,54.97311463420963,-1.6149015201509542,440,Newcastle,Dobby,0.2,POINT (-1.614901520150954 54.97311463420963)
